FlowId,PacketUid,Protocol,PacketSize,IngressPort,EgressPort,Type,Queue,Quantum,PhyRxEndTime,PhyTxEndTime,Source,Destination
0,0,6,56,1,5,FIFO,0,-1,2000926,2001389,101.0.1.1,11.1.1.2
2,0,6,56,3,7,Drr,0,800,2000926,2001389,103.0.1.1,13.1.1.2
3,0,6,56,4,8,WFQ,1,1600,2000926,2001389,104.0.1.1,14.1.1.2
1,0,6,56,2,6,SP,2,-1,2000926,2001389,102.0.1.1,12.1.1.2
4,0,6,56,1,5,FIFO,0,-1,2001389,2001852,101.0.3.1,11.1.1.2
5,0,6,56,2,6,SP,4,-1,2001389,2001852,102.0.3.1,12.1.1.2
6,0,6,56,3,7,Drr,5,800,2001389,2001852,103.0.3.1,13.1.1.2
7,0,6,56,4,8,WFQ,1,1600,2001389,2001852,104.0.3.1,14.1.1.2
11,0,6,56,4,8,WFQ,6,5600,2001852,2002315,104.0.5.1,14.1.1.2
8,0,6,56,1,5,FIFO,0,-1,2001852,2002315,101.0.5.1,11.1.1.2
10,0,6,56,3,7,Drr,7,800,2001852,2002315,103.0.5.1,13.1.1.2
9,0,6,56,2,6,SP,6,-1,2001852,2002315,102.0.5.1,12.1.1.2
12,0,6,56,1,5,FIFO,0,-1,2002315,2002778,101.0.7.1,11.1.1.2
14,0,6,56,3,7,Drr,7,800,2002315,2002778,103.0.7.1,13.1.1.2
13,0,6,56,2,6,SP,4,-1,2002315,2002778,102.0.7.1,12.1.1.2
15,0,6,56,4,8,WFQ,0,800,2002315,2002778,104.0.7.1,14.1.1.2
17,0,6,56,2,6,SP,1,-1,2002778,2003241,102.0.9.1,12.1.1.2
18,0,6,56,3,7,Drr,6,800,2002778,2003241,103.0.9.1,13.1.1.2
16,0,6,56,1,5,FIFO,0,-1,2002778,2003241,101.0.9.1,11.1.1.2
19,0,6,56,4,8,WFQ,6,5600,2002778,2003241,104.0.9.1,14.1.1.2
21,0,6,56,6,2,SP,1,-1,4001852,4002315,12.1.1.2,102.0.1.1
20,0,6,56,5,1,FIFO,0,-1,4001852,4002315,11.1.1.2,101.0.1.1
22,0,6,56,7,3,Drr,1,800,4001852,4002315,13.1.1.2,103.0.1.1
23,0,6,56,8,4,WFQ,0,800,4001852,4002315,14.1.1.2,104.0.1.1
24,0,6,56,5,1,FIFO,0,-1,4002315,4002778,11.1.1.2,101.0.3.1
26,0,6,56,7,3,Drr,4,800,4002315,4002778,13.1.1.2,103.0.3.1
25,0,6,56,6,2,SP,1,-1,4002315,4002778,12.1.1.2,102.0.3.1
27,0,6,56,8,4,WFQ,0,800,4002315,4002778,14.1.1.2,104.0.3.1
31,0,6,56,8,4,WFQ,7,6400,4002778,4003241,14.1.1.2,104.0.5.1
30,0,6,56,7,3,Drr,5,800,4002778,4003241,13.1.1.2,103.0.5.1
28,0,6,56,5,1,FIFO,0,-1,4002778,4003241,11.1.1.2,101.0.5.1
29,0,6,56,6,2,SP,3,-1,4002778,4003241,12.1.1.2,102.0.5.1
34,0,6,56,7,3,Drr,4,800,4003241,4003704,13.1.1.2,103.0.7.1
32,0,6,56,5,1,FIFO,0,-1,4003241,4003704,11.1.1.2,101.0.7.1
35,0,6,56,8,4,WFQ,1,1600,4003241,4003704,14.1.1.2,104.0.7.1
33,0,6,56,6,2,SP,1,-1,4003241,4003704,12.1.1.2,102.0.7.1
38,0,6,56,7,3,Drr,1,800,4003704,4004167,13.1.1.2,103.0.9.1
39,0,6,56,8,4,WFQ,5,4800,4003704,4004167,14.1.1.2,104.0.9.1
36,0,6,56,5,1,FIFO,0,-1,4003704,4004167,11.1.1.2,101.0.9.1
37,0,6,56,6,2,SP,2,-1,4003704,4004167,12.1.1.2,102.0.9.1
3,1,6,52,4,8,WFQ,1,1600,8003642,8004074,104.0.1.1,14.1.1.2
0,1,6,52,1,5,FIFO,0,-1,8003642,8004074,101.0.1.1,11.1.1.2
1,1,6,52,2,6,SP,2,-1,8003642,8004074,102.0.1.1,12.1.1.2
2,1,6,52,3,7,Drr,0,800,8003642,8004074,103.0.1.1,13.1.1.2
5,1,6,52,2,6,SP,4,-1,8004105,8004537,102.0.3.1,12.1.1.2
4,1,6,52,1,5,FIFO,0,-1,8004105,8004537,101.0.3.1,11.1.1.2
6,1,6,52,3,7,Drr,5,800,8004105,8004537,103.0.3.1,13.1.1.2
7,1,6,52,4,8,WFQ,1,1600,8004105,8004537,104.0.3.1,14.1.1.2
10,1,6,52,3,7,Drr,7,800,8004568,8005000,103.0.5.1,13.1.1.2
9,1,6,52,2,6,SP,6,-1,8004568,8005000,102.0.5.1,12.1.1.2
11,1,6,52,4,8,WFQ,6,5600,8004568,8005000,104.0.5.1,14.1.1.2
8,1,6,52,1,5,FIFO,0,-1,8004568,8005000,101.0.5.1,11.1.1.2
12,1,6,52,1,5,FIFO,0,-1,8005031,8005463,101.0.7.1,11.1.1.2
13,1,6,52,2,6,SP,4,-1,8005031,8005463,102.0.7.1,12.1.1.2
14,1,6,52,3,7,Drr,7,800,8005031,8005463,103.0.7.1,13.1.1.2
15,1,6,52,4,8,WFQ,0,800,8005031,8005463,104.0.7.1,14.1.1.2
19,1,6,52,4,8,WFQ,6,5600,8005494,8005926,104.0.9.1,14.1.1.2
18,1,6,52,3,7,Drr,6,800,8005494,8005926,103.0.9.1,13.1.1.2
16,1,6,52,1,5,FIFO,0,-1,8005494,8005926,101.0.9.1,11.1.1.2
17,1,6,52,2,6,SP,1,-1,8005494,8005926,102.0.9.1,12.1.1.2
43,0,17,828,4,8,WFQ,2,2400,8413278,8419917,104.0.0.1,14.1.1.2
41,0,17,828,2,6,SP,0,-1,8413278,8419917,102.0.0.1,12.1.1.2
40,0,17,828,1,5,FIFO,0,-1,8413278,8419917,101.0.0.1,11.1.1.2
42,0,17,828,3,7,Drr,4,800,8413278,8419917,103.0.0.1,13.1.1.2
47,0,17,828,4,8,WFQ,2,2400,8419917,8426556,104.0.2.1,14.1.1.2
46,0,17,828,3,7,Drr,6,800,8419917,8426556,103.0.2.1,13.1.1.2
45,0,17,828,2,6,SP,5,-1,8419917,8426556,102.0.2.1,12.1.1.2
44,0,17,828,1,5,FIFO,0,-1,8419917,8426556,101.0.2.1,11.1.1.2
51,0,17,828,4,8,WFQ,7,6400,8426556,8433195,104.0.4.1,14.1.1.2
48,0,17,828,1,5,FIFO,0,-1,8426556,8433195,101.0.4.1,11.1.1.2
49,0,17,828,2,6,SP,1,-1,8426556,8433195,102.0.4.1,12.1.1.2
50,0,17,828,3,7,Drr,0,800,8426556,8433195,103.0.4.1,13.1.1.2
55,0,17,828,4,8,WFQ,0,800,8433195,8439834,104.0.6.1,14.1.1.2
53,0,17,828,2,6,SP,5,-1,8433195,8439834,102.0.6.1,12.1.1.2
52,0,17,828,1,5,FIFO,0,-1,8433195,8439834,101.0.6.1,11.1.1.2
54,0,17,828,3,7,Drr,0,800,8433195,8439834,103.0.6.1,13.1.1.2
59,0,17,828,4,8,WFQ,3,3200,8439834,8446473,104.0.8.1,14.1.1.2
57,0,17,828,2,6,SP,1,-1,8439834,8446473,102.0.8.1,12.1.1.2
56,0,17,828,1,5,FIFO,0,-1,8439834,8446473,101.0.8.1,11.1.1.2
58,0,17,828,3,7,Drr,4,800,8439834,8446473,103.0.8.1,13.1.1.2
3,2,6,852,4,8,WFQ,1,1600,8446666,8453498,104.0.1.1,14.1.1.2
1,2,6,852,2,6,SP,2,-1,8446666,8453498,102.0.1.1,12.1.1.2
0,2,6,852,1,5,FIFO,0,-1,8446666,8453498,101.0.1.1,11.1.1.2
2,2,6,852,3,7,Drr,0,800,8446666,8453498,103.0.1.1,13.1.1.2
7,2,6,852,4,8,WFQ,1,1600,8453498,8460330,104.0.3.1,14.1.1.2
4,2,6,852,1,5,FIFO,0,-1,8453498,8460330,101.0.3.1,11.1.1.2
5,2,6,852,2,6,SP,4,-1,8453498,8460330,102.0.3.1,12.1.1.2
6,2,6,852,3,7,Drr,5,800,8453498,8460330,103.0.3.1,13.1.1.2
9,2,6,852,2,6,SP,6,-1,8460330,8467162,102.0.5.1,12.1.1.2
8,2,6,852,1,5,FIFO,0,-1,8460330,8467162,101.0.5.1,11.1.1.2
10,2,6,852,3,7,Drr,7,800,8460330,8467162,103.0.5.1,13.1.1.2
11,2,6,852,4,8,WFQ,6,5600,8460330,8467162,104.0.5.1,14.1.1.2
15,2,6,852,4,8,WFQ,0,800,8467162,8473994,104.0.7.1,14.1.1.2
14,2,6,852,3,7,Drr,7,800,8467162,8473994,103.0.7.1,13.1.1.2
13,2,6,852,2,6,SP,4,-1,8467162,8473994,102.0.7.1,12.1.1.2
12,2,6,852,1,5,FIFO,0,-1,8467162,8473994,101.0.7.1,11.1.1.2
16,2,6,852,1,5,FIFO,0,-1,8473994,8480826,101.0.9.1,11.1.1.2
19,2,6,852,4,8,WFQ,6,5600,8473994,8480826,104.0.9.1,14.1.1.2
18,2,6,852,3,7,Drr,6,800,8473994,8480826,103.0.9.1,13.1.1.2
17,2,6,852,2,6,SP,1,-1,8473994,8480826,102.0.9.1,12.1.1.2
21,1,6,52,6,2,SP,1,-1,10453930,10454362,12.1.1.2,102.0.1.1
23,1,6,52,8,4,WFQ,0,800,10453930,10454362,14.1.1.2,104.0.1.1
20,1,6,52,5,1,FIFO,0,-1,10453930,10454362,11.1.1.2,101.0.1.1
22,1,6,52,7,3,Drr,1,800,10453930,10454362,13.1.1.2,103.0.1.1
27,1,6,52,8,4,WFQ,0,800,10460762,10461194,14.1.1.2,104.0.3.1
26,1,6,52,7,3,Drr,4,800,10460762,10461194,13.1.1.2,103.0.3.1
24,1,6,52,5,1,FIFO,0,-1,10460762,10461194,11.1.1.2,101.0.3.1
25,1,6,52,6,2,SP,1,-1,10460762,10461194,12.1.1.2,102.0.3.1
31,1,6,52,8,4,WFQ,7,6400,10467594,10468026,14.1.1.2,104.0.5.1
29,1,6,52,6,2,SP,3,-1,10467594,10468026,12.1.1.2,102.0.5.1
30,1,6,52,7,3,Drr,5,800,10467594,10468026,13.1.1.2,103.0.5.1
28,1,6,52,5,1,FIFO,0,-1,10467594,10468026,11.1.1.2,101.0.5.1
32,1,6,52,5,1,FIFO,0,-1,10474426,10474858,11.1.1.2,101.0.7.1
34,1,6,52,7,3,Drr,4,800,10474426,10474858,13.1.1.2,103.0.7.1
33,1,6,52,6,2,SP,1,-1,10474426,10474858,12.1.1.2,102.0.7.1
35,1,6,52,8,4,WFQ,1,1600,10474426,10474858,14.1.1.2,104.0.7.1
38,1,6,52,7,3,Drr,1,800,10481258,10481690,13.1.1.2,103.0.9.1
39,1,6,52,8,4,WFQ,5,4800,10481258,10481690,14.1.1.2,104.0.9.1
37,1,6,52,6,2,SP,2,-1,10481258,10481690,12.1.1.2,102.0.9.1
36,1,6,52,5,1,FIFO,0,-1,10481258,10481690,11.1.1.2,101.0.9.1
42,1,17,828,3,7,Drr,4,800,14813278,14819917,103.0.0.1,13.1.1.2
41,1,17,828,2,6,SP,0,-1,14813278,14819917,102.0.0.1,12.1.1.2
40,1,17,828,1,5,FIFO,0,-1,14813278,14819917,101.0.0.1,11.1.1.2
43,1,17,828,4,8,WFQ,2,2400,14813278,14819917,104.0.0.1,14.1.1.2
45,1,17,828,2,6,SP,5,-1,14819917,14826556,102.0.2.1,12.1.1.2
47,1,17,828,4,8,WFQ,2,2400,14819917,14826556,104.0.2.1,14.1.1.2
44,1,17,828,1,5,FIFO,0,-1,14819917,14826556,101.0.2.1,11.1.1.2
46,1,17,828,3,7,Drr,6,800,14819917,14826556,103.0.2.1,13.1.1.2
51,1,17,828,4,8,WFQ,7,6400,14826556,14833195,104.0.4.1,14.1.1.2
50,1,17,828,3,7,Drr,0,800,14826556,14833195,103.0.4.1,13.1.1.2
49,1,17,828,2,6,SP,1,-1,14826556,14833195,102.0.4.1,12.1.1.2
48,1,17,828,1,5,FIFO,0,-1,14826556,14833195,101.0.4.1,11.1.1.2
52,1,17,828,1,5,FIFO,0,-1,14833195,14839834,101.0.6.1,11.1.1.2
55,1,17,828,4,8,WFQ,0,800,14833195,14839834,104.0.6.1,14.1.1.2
54,1,17,828,3,7,Drr,0,800,14833195,14839834,103.0.6.1,13.1.1.2
53,1,17,828,2,6,SP,5,-1,14833195,14839834,102.0.6.1,12.1.1.2
57,1,17,828,2,6,SP,1,-1,14839834,14846473,102.0.8.1,12.1.1.2
56,1,17,828,1,5,FIFO,0,-1,14839834,14846473,101.0.8.1,11.1.1.2
59,1,17,828,4,8,WFQ,3,3200,14839834,14846473,104.0.8.1,14.1.1.2
58,1,17,828,3,7,Drr,4,800,14839834,14846473,103.0.8.1,13.1.1.2
2,3,6,852,3,7,Drr,0,800,14846666,14853498,103.0.1.1,13.1.1.2
0,3,6,852,1,5,FIFO,0,-1,14846666,14853498,101.0.1.1,11.1.1.2
1,3,6,852,2,6,SP,2,-1,14846666,14853498,102.0.1.1,12.1.1.2
3,3,6,852,4,8,WFQ,1,1600,14846666,14853498,104.0.1.1,14.1.1.2
5,3,6,852,2,6,SP,4,-1,14853498,14860330,102.0.3.1,12.1.1.2
6,3,6,852,3,7,Drr,5,800,14853498,14860330,103.0.3.1,13.1.1.2
7,3,6,852,4,8,WFQ,1,1600,14853498,14860330,104.0.3.1,14.1.1.2
4,3,6,852,1,5,FIFO,0,-1,14853498,14860330,101.0.3.1,11.1.1.2
9,3,6,852,2,6,SP,6,-1,14860330,14867162,102.0.5.1,12.1.1.2
11,3,6,852,4,8,WFQ,6,5600,14860330,14867162,104.0.5.1,14.1.1.2
10,3,6,852,3,7,Drr,7,800,14860330,14867162,103.0.5.1,13.1.1.2
8,3,6,852,1,5,FIFO,0,-1,14860330,14867162,101.0.5.1,11.1.1.2
14,3,6,852,3,7,Drr,7,800,14867162,14873994,103.0.7.1,13.1.1.2
13,3,6,852,2,6,SP,4,-1,14867162,14873994,102.0.7.1,12.1.1.2
12,3,6,852,1,5,FIFO,0,-1,14867162,14873994,101.0.7.1,11.1.1.2
15,3,6,852,4,8,WFQ,0,800,14867162,14873994,104.0.7.1,14.1.1.2
18,3,6,852,3,7,Drr,6,800,14873994,14880826,103.0.9.1,13.1.1.2
16,3,6,852,1,5,FIFO,0,-1,14873994,14880826,101.0.9.1,11.1.1.2
19,3,6,852,4,8,WFQ,6,5600,14873994,14880826,104.0.9.1,14.1.1.2
17,3,6,852,2,6,SP,1,-1,14873994,14880826,102.0.9.1,12.1.1.2
23,2,6,52,8,4,WFQ,0,800,16853930,16854362,14.1.1.2,104.0.1.1
21,2,6,52,6,2,SP,1,-1,16853930,16854362,12.1.1.2,102.0.1.1
22,2,6,52,7,3,Drr,1,800,16853930,16854362,13.1.1.2,103.0.1.1
20,2,6,52,5,1,FIFO,0,-1,16853930,16854362,11.1.1.2,101.0.1.1
27,2,6,52,8,4,WFQ,0,800,16860762,16861194,14.1.1.2,104.0.3.1
25,2,6,52,6,2,SP,1,-1,16860762,16861194,12.1.1.2,102.0.3.1
24,2,6,52,5,1,FIFO,0,-1,16860762,16861194,11.1.1.2,101.0.3.1
26,2,6,52,7,3,Drr,4,800,16860762,16861194,13.1.1.2,103.0.3.1
31,2,6,52,8,4,WFQ,7,6400,16867594,16868026,14.1.1.2,104.0.5.1
29,2,6,52,6,2,SP,3,-1,16867594,16868026,12.1.1.2,102.0.5.1
30,2,6,52,7,3,Drr,5,800,16867594,16868026,13.1.1.2,103.0.5.1
28,2,6,52,5,1,FIFO,0,-1,16867594,16868026,11.1.1.2,101.0.5.1
33,2,6,52,6,2,SP,1,-1,16874426,16874858,12.1.1.2,102.0.7.1
34,2,6,52,7,3,Drr,4,800,16874426,16874858,13.1.1.2,103.0.7.1
35,2,6,52,8,4,WFQ,1,1600,16874426,16874858,14.1.1.2,104.0.7.1
32,2,6,52,5,1,FIFO,0,-1,16874426,16874858,11.1.1.2,101.0.7.1
37,2,6,52,6,2,SP,2,-1,16881258,16881690,12.1.1.2,102.0.9.1
38,2,6,52,7,3,Drr,1,800,16881258,16881690,13.1.1.2,103.0.9.1
39,2,6,52,8,4,WFQ,5,4800,16881258,16881690,14.1.1.2,104.0.9.1
36,2,6,52,5,1,FIFO,0,-1,16881258,16881690,11.1.1.2,101.0.9.1
41,2,17,828,2,6,SP,0,-1,21213278,21219917,102.0.0.1,12.1.1.2
43,2,17,828,4,8,WFQ,2,2400,21213278,21219917,104.0.0.1,14.1.1.2
42,2,17,828,3,7,Drr,4,800,21213278,21219917,103.0.0.1,13.1.1.2
40,2,17,828,1,5,FIFO,0,-1,21213278,21219917,101.0.0.1,11.1.1.2
45,2,17,828,2,6,SP,5,-1,21219917,21226556,102.0.2.1,12.1.1.2
47,2,17,828,4,8,WFQ,2,2400,21219917,21226556,104.0.2.1,14.1.1.2
44,2,17,828,1,5,FIFO,0,-1,21219917,21226556,101.0.2.1,11.1.1.2
46,2,17,828,3,7,Drr,6,800,21219917,21226556,103.0.2.1,13.1.1.2
49,2,17,828,2,6,SP,1,-1,21226556,21233195,102.0.4.1,12.1.1.2
51,2,17,828,4,8,WFQ,7,6400,21226556,21233195,104.0.4.1,14.1.1.2
48,2,17,828,1,5,FIFO,0,-1,21226556,21233195,101.0.4.1,11.1.1.2
50,2,17,828,3,7,Drr,0,800,21226556,21233195,103.0.4.1,13.1.1.2
52,2,17,828,1,5,FIFO,0,-1,21233195,21239834,101.0.6.1,11.1.1.2
54,2,17,828,3,7,Drr,0,800,21233195,21239834,103.0.6.1,13.1.1.2
55,2,17,828,4,8,WFQ,0,800,21233195,21239834,104.0.6.1,14.1.1.2
53,2,17,828,2,6,SP,5,-1,21233195,21239834,102.0.6.1,12.1.1.2
57,2,17,828,2,6,SP,1,-1,21239834,21246473,102.0.8.1,12.1.1.2
58,2,17,828,3,7,Drr,4,800,21239834,21246473,103.0.8.1,13.1.1.2
56,2,17,828,1,5,FIFO,0,-1,21239834,21246473,101.0.8.1,11.1.1.2
59,2,17,828,4,8,WFQ,3,3200,21239834,21246473,104.0.8.1,14.1.1.2
2,4,6,852,3,7,Drr,0,800,21246666,21253498,103.0.1.1,13.1.1.2
3,4,6,852,4,8,WFQ,1,1600,21246666,21253498,104.0.1.1,14.1.1.2
0,4,6,852,1,5,FIFO,0,-1,21246666,21253498,101.0.1.1,11.1.1.2
1,4,6,852,2,6,SP,2,-1,21246666,21253498,102.0.1.1,12.1.1.2
5,4,6,852,2,6,SP,4,-1,21253498,21260330,102.0.3.1,12.1.1.2
4,4,6,852,1,5,FIFO,0,-1,21253498,21260330,101.0.3.1,11.1.1.2
7,4,6,852,4,8,WFQ,1,1600,21253498,21260330,104.0.3.1,14.1.1.2
6,4,6,852,3,7,Drr,5,800,21253498,21260330,103.0.3.1,13.1.1.2
10,4,6,852,3,7,Drr,7,800,21260330,21267162,103.0.5.1,13.1.1.2
9,4,6,852,2,6,SP,6,-1,21260330,21267162,102.0.5.1,12.1.1.2
8,4,6,852,1,5,FIFO,0,-1,21260330,21267162,101.0.5.1,11.1.1.2
11,4,6,852,4,8,WFQ,6,5600,21260330,21267162,104.0.5.1,14.1.1.2
14,4,6,852,3,7,Drr,7,800,21267162,21273994,103.0.7.1,13.1.1.2
15,4,6,852,4,8,WFQ,0,800,21267162,21273994,104.0.7.1,14.1.1.2
13,4,6,852,2,6,SP,4,-1,21267162,21273994,102.0.7.1,12.1.1.2
12,4,6,852,1,5,FIFO,0,-1,21267162,21273994,101.0.7.1,11.1.1.2
17,4,6,852,2,6,SP,1,-1,21273994,21280826,102.0.9.1,12.1.1.2
19,4,6,852,4,8,WFQ,6,5600,21273994,21280826,104.0.9.1,14.1.1.2
18,4,6,852,3,7,Drr,6,800,21273994,21280826,103.0.9.1,13.1.1.2
16,4,6,852,1,5,FIFO,0,-1,21273994,21280826,101.0.9.1,11.1.1.2
23,3,6,52,8,4,WFQ,0,800,23253930,23254362,14.1.1.2,104.0.1.1
21,3,6,52,6,2,SP,1,-1,23253930,23254362,12.1.1.2,102.0.1.1
22,3,6,52,7,3,Drr,1,800,23253930,23254362,13.1.1.2,103.0.1.1
20,3,6,52,5,1,FIFO,0,-1,23253930,23254362,11.1.1.2,101.0.1.1
24,3,6,52,5,1,FIFO,0,-1,23260762,23261194,11.1.1.2,101.0.3.1
27,3,6,52,8,4,WFQ,0,800,23260762,23261194,14.1.1.2,104.0.3.1
25,3,6,52,6,2,SP,1,-1,23260762,23261194,12.1.1.2,102.0.3.1
26,3,6,52,7,3,Drr,4,800,23260762,23261194,13.1.1.2,103.0.3.1
28,3,6,52,5,1,FIFO,0,-1,23267594,23268026,11.1.1.2,101.0.5.1
31,3,6,52,8,4,WFQ,7,6400,23267594,23268026,14.1.1.2,104.0.5.1
30,3,6,52,7,3,Drr,5,800,23267594,23268026,13.1.1.2,103.0.5.1
29,3,6,52,6,2,SP,3,-1,23267594,23268026,12.1.1.2,102.0.5.1
32,3,6,52,5,1,FIFO,0,-1,23274426,23274858,11.1.1.2,101.0.7.1
33,3,6,52,6,2,SP,1,-1,23274426,23274858,12.1.1.2,102.0.7.1
34,3,6,52,7,3,Drr,4,800,23274426,23274858,13.1.1.2,103.0.7.1
35,3,6,52,8,4,WFQ,1,1600,23274426,23274858,14.1.1.2,104.0.7.1
38,3,6,52,7,3,Drr,1,800,23281258,23281690,13.1.1.2,103.0.9.1
37,3,6,52,6,2,SP,2,-1,23281258,23281690,12.1.1.2,102.0.9.1
39,3,6,52,8,4,WFQ,5,4800,23281258,23281690,14.1.1.2,104.0.9.1
36,3,6,52,5,1,FIFO,0,-1,23281258,23281690,11.1.1.2,101.0.9.1
42,3,17,828,3,7,Drr,4,800,27613278,27619917,103.0.0.1,13.1.1.2
40,3,17,828,1,5,FIFO,0,-1,27613278,27619917,101.0.0.1,11.1.1.2
41,3,17,828,2,6,SP,0,-1,27613278,27619917,102.0.0.1,12.1.1.2
43,3,17,828,4,8,WFQ,2,2400,27613278,27619917,104.0.0.1,14.1.1.2
46,3,17,828,3,7,Drr,6,800,27619917,27626556,103.0.2.1,13.1.1.2
47,3,17,828,4,8,WFQ,2,2400,27619917,27626556,104.0.2.1,14.1.1.2
44,3,17,828,1,5,FIFO,0,-1,27619917,27626556,101.0.2.1,11.1.1.2
45,3,17,828,2,6,SP,5,-1,27619917,27626556,102.0.2.1,12.1.1.2
51,3,17,828,4,8,WFQ,7,6400,27626556,27633195,104.0.4.1,14.1.1.2
49,3,17,828,2,6,SP,1,-1,27626556,27633195,102.0.4.1,12.1.1.2
50,3,17,828,3,7,Drr,0,800,27626556,27633195,103.0.4.1,13.1.1.2
48,3,17,828,1,5,FIFO,0,-1,27626556,27633195,101.0.4.1,11.1.1.2
55,3,17,828,4,8,WFQ,0,800,27633195,27639834,104.0.6.1,14.1.1.2
52,3,17,828,1,5,FIFO,0,-1,27633195,27639834,101.0.6.1,11.1.1.2
53,3,17,828,2,6,SP,5,-1,27633195,27639834,102.0.6.1,12.1.1.2
54,3,17,828,3,7,Drr,0,800,27633195,27639834,103.0.6.1,13.1.1.2
56,3,17,828,1,5,FIFO,0,-1,27639834,27646473,101.0.8.1,11.1.1.2
57,3,17,828,2,6,SP,1,-1,27639834,27646473,102.0.8.1,12.1.1.2
59,3,17,828,4,8,WFQ,3,3200,27639834,27646473,104.0.8.1,14.1.1.2
58,3,17,828,3,7,Drr,4,800,27639834,27646473,103.0.8.1,13.1.1.2
1,5,6,852,2,6,SP,2,-1,27646666,27653498,102.0.1.1,12.1.1.2
0,5,6,852,1,5,FIFO,0,-1,27646666,27653498,101.0.1.1,11.1.1.2
2,5,6,852,3,7,Drr,0,800,27646666,27653498,103.0.1.1,13.1.1.2
3,5,6,852,4,8,WFQ,1,1600,27646666,27653498,104.0.1.1,14.1.1.2
5,5,6,852,2,6,SP,4,-1,27653498,27660330,102.0.3.1,12.1.1.2
6,5,6,852,3,7,Drr,5,800,27653498,27660330,103.0.3.1,13.1.1.2
4,5,6,852,1,5,FIFO,0,-1,27653498,27660330,101.0.3.1,11.1.1.2
7,5,6,852,4,8,WFQ,1,1600,27653498,27660330,104.0.3.1,14.1.1.2
10,5,6,852,3,7,Drr,7,800,27660330,27667162,103.0.5.1,13.1.1.2
9,5,6,852,2,6,SP,6,-1,27660330,27667162,102.0.5.1,12.1.1.2
11,5,6,852,4,8,WFQ,6,5600,27660330,27667162,104.0.5.1,14.1.1.2
8,5,6,852,1,5,FIFO,0,-1,27660330,27667162,101.0.5.1,11.1.1.2
13,5,6,852,2,6,SP,4,-1,27667162,27673994,102.0.7.1,12.1.1.2
12,5,6,852,1,5,FIFO,0,-1,27667162,27673994,101.0.7.1,11.1.1.2
14,5,6,852,3,7,Drr,7,800,27667162,27673994,103.0.7.1,13.1.1.2
15,5,6,852,4,8,WFQ,0,800,27667162,27673994,104.0.7.1,14.1.1.2
18,5,6,852,3,7,Drr,6,800,27673994,27680826,103.0.9.1,13.1.1.2
19,5,6,852,4,8,WFQ,6,5600,27673994,27680826,104.0.9.1,14.1.1.2
16,5,6,852,1,5,FIFO,0,-1,27673994,27680826,101.0.9.1,11.1.1.2
17,5,6,852,2,6,SP,1,-1,27673994,27680826,102.0.9.1,12.1.1.2
22,4,6,52,7,3,Drr,1,800,29653930,29654362,13.1.1.2,103.0.1.1
21,4,6,52,6,2,SP,1,-1,29653930,29654362,12.1.1.2,102.0.1.1
23,4,6,52,8,4,WFQ,0,800,29653930,29654362,14.1.1.2,104.0.1.1
20,4,6,52,5,1,FIFO,0,-1,29653930,29654362,11.1.1.2,101.0.1.1
26,4,6,52,7,3,Drr,4,800,29660762,29661194,13.1.1.2,103.0.3.1
25,4,6,52,6,2,SP,1,-1,29660762,29661194,12.1.1.2,102.0.3.1
24,4,6,52,5,1,FIFO,0,-1,29660762,29661194,11.1.1.2,101.0.3.1
27,4,6,52,8,4,WFQ,0,800,29660762,29661194,14.1.1.2,104.0.3.1
31,4,6,52,8,4,WFQ,7,6400,29667594,29668026,14.1.1.2,104.0.5.1
29,4,6,52,6,2,SP,3,-1,29667594,29668026,12.1.1.2,102.0.5.1
30,4,6,52,7,3,Drr,5,800,29667594,29668026,13.1.1.2,103.0.5.1
28,4,6,52,5,1,FIFO,0,-1,29667594,29668026,11.1.1.2,101.0.5.1
33,4,6,52,6,2,SP,1,-1,29674426,29674858,12.1.1.2,102.0.7.1
32,4,6,52,5,1,FIFO,0,-1,29674426,29674858,11.1.1.2,101.0.7.1
34,4,6,52,7,3,Drr,4,800,29674426,29674858,13.1.1.2,103.0.7.1
35,4,6,52,8,4,WFQ,1,1600,29674426,29674858,14.1.1.2,104.0.7.1
36,4,6,52,5,1,FIFO,0,-1,29681258,29681690,11.1.1.2,101.0.9.1
37,4,6,52,6,2,SP,2,-1,29681258,29681690,12.1.1.2,102.0.9.1
39,4,6,52,8,4,WFQ,5,4800,29681258,29681690,14.1.1.2,104.0.9.1
38,4,6,52,7,3,Drr,1,800,29681258,29681690,13.1.1.2,103.0.9.1
42,4,17,828,3,7,Drr,4,800,34013278,34019917,103.0.0.1,13.1.1.2
43,4,17,828,4,8,WFQ,2,2400,34013278,34019917,104.0.0.1,14.1.1.2
40,4,17,828,1,5,FIFO,0,-1,34013278,34019917,101.0.0.1,11.1.1.2
41,4,17,828,2,6,SP,0,-1,34013278,34019917,102.0.0.1,12.1.1.2
46,4,17,828,3,7,Drr,6,800,34019917,34026556,103.0.2.1,13.1.1.2
47,4,17,828,4,8,WFQ,2,2400,34019917,34026556,104.0.2.1,14.1.1.2
44,4,17,828,1,5,FIFO,0,-1,34019917,34026556,101.0.2.1,11.1.1.2
45,4,17,828,2,6,SP,5,-1,34019917,34026556,102.0.2.1,12.1.1.2
49,4,17,828,2,6,SP,1,-1,34026556,34033195,102.0.4.1,12.1.1.2
